source_id,type_of_water_source,number_of_people_served,priority_rank
AkRu06125224,river,822,988
AkRu07775224,river,822,988
AmRu15887224,river,822,988
AkRu04220224,river,822,988
AmBe11180224,river,820,1001
SoRu37348224,river,820,1001
SoRu36815224,river,820,1001
SoRu35593224,river,820,1001
SoRu36630224,river,820,1001
SoRu37510224,river,820,1001
SoRu37662224,river,820,1001
SoBa31834224,river,820,1001
HaRu20740224,river,820,1001
SoBa31756224,river,820,1001
KiZu31064224,river,820,1001
KiRu27900224,river,820,1001
SoBa31717224,river,820,1001
SoMa33589224,river,818,1014
KiMr24600224,river,818,1014
SoKo33421224,river,818,1014
AkRu06802224,river,818,1014
AmAm09941224,river,818,1014
AmBe11150224,river,818,1014
HaRu17879224,river,818,1014
SoRu36461224,river,818,1014
SoRu38988224,river,818,1014
SoRu36287224,river,818,1014
SoRu38954224,river,818,1014
SoRu39394224,river,818,1014
SoRu39339224,river,816,1026
SoRu36312224,river,816,1026
SoRu35044224,river,816,1026
SoRu36694224,river,816,1026
SoRu34696224,river,816,1026
AkRu03746224,river,816,1026
AkRu07356224,river,816,1026
AmPw12323224,river,814,1033
AmDa12021224,river,814,1033
KiHa23116224,river,814,1033
KiMr24362224,river,814,1033
SoIl32294224,river,814,1033
SoIl32994224,river,814,1033
KiRu26886224,river,814,1033
KiRu30328224,river,814,1033
SoCh32163224,river,814,1033
SoCh32095224,river,814,1033
HaSe21165224,river,814,1033
SoRu39444224,river,814,1033
SoRu38173224,river,814,1033
SoRu37320224,river,814,1033
SoRu39484224,river,812,1047
SoRu35494224,river,812,1047
SoRu39580224,river,812,1047
SoRu37975224,river,812,1047
SoRu36987224,river,812,1047
SoRu38407224,river,812,1047
SoRu37964224,river,812,1047
KiZu31374224,river,812,1047
HaRu18832224,river,812,1047
KiHa23267224,river,810,1056
KiRu26334224,river,810,1056
KiRu28267224,river,810,1056
SoCh32064224,river,810,1056
KiZu31298224,river,810,1056
SoMa34093224,river,810,1056
AkRu04276224,river,810,1056
HaDj16841224,river,808,1063
SoBa31837224,river,808,1063
KiRu25941224,river,808,1063
KiRu29275224,river,808,1063
HaSe20961224,river,808,1063
HaSe21308224,river,808,1063
KiRu30430224,river,808,1063
SoRu34990224,river,808,1063
SoRu36090224,river,808,1063
SoRu35088224,river,808,1063
SoRu38862224,river,808,1063
SoRu35236224,river,808,1063
SoRu38350224,river,808,1063
SoRu36107224,river,808,1063
SoRu38483224,river,806,1077
SoRu36923224,river,806,1077
SoRu35807224,river,806,1077
SoRu35484224,river,806,1077
SoRu39631224,river,806,1077
SoRu35324224,river,806,1077
AkRu04946224,river,806,1077
AkRu03517224,river,806,1077
AkKi01050224,river,806,1077
KiZu31220224,river,806,1077
KiZu31345224,river,806,1077
KiAm22546224,river,806,1077
SoKo33106224,river,806,1077
SoIl32658224,river,806,1077
HaRu19186224,river,806,1077
KiRu29000224,river,804,1092
KiRu29694224,river,804,1092
SoBa31633224,river,804,1092
SoMa33907224,river,804,1092
KiRu28307224,river,804,1092
KiHa22707224,river,804,1092
KiRu26874224,river,804,1092
SoRu36139224,river,804,1092
SoRu38485224,river,804,1092
SoRu39336224,river,804,1092
SoRu38081224,river,804,1092
SoRu37514224,river,804,1092
SoRu35582224,river,804,1092
AkRu05814224,river,804,1092
AmAb09060224,river,804,1092
AkRu08149224,river,804,1092
AmAm09788224,river,804,1092
AkRu02919224,river,802,1109
AmDa11908224,river,802,1109
KiRu27594224,river,802,1109
KiRu26182224,river,802,1109
KiRu27587224,river,802,1109
SoKo33412224,river,802,1109
SoCh32120224,river,802,1109
KiRu30478224,river,802,1109
SoRu37424224,river,802,1109
SoRu39054224,river,802,1109
SoRu37262224,river,802,1109
SoRu38131224,river,802,1109
SoRu38280224,river,802,1109
SoRu38400224,river,800,1122
SoRu36487224,river,800,1122
AkRu07922224,river,800,1122
SoBa31577224,river,800,1122
SoMa33615224,river,800,1122
SoMa33727224,river,800,1122
KiRu30679224,river,800,1122
SoKo33364224,river,798,1129
HaSe20918224,river,798,1129
SoMa33572224,river,798,1129
HaSe21222224,river,798,1129
KiRu26722224,river,798,1129
SoRu38196224,river,798,1129
SoRu37267224,river,798,1129
SoRu37129224,river,798,1129
SoRu37427224,river,798,1129
AmAm09759224,river,798,1129
AmAm09858224,river,798,1129
AmDa11494224,river,798,1129
AmAs10732224,river,798,1129
AmAm09588224,river,798,1129
HaDe16502224,river,798,1129
AkRu04630224,river,798,1129
AmAb09285224,river,798,1129
AmAm09728224,river,798,1129
AkRu03921224,river,796,1147
AkRu05277224,river,796,1147
AkRu06444224,river,796,1147
SoCh32228224,river,796,1147
KiRu28554224,river,796,1147
KiRu26087224,river,796,1147
KiMr24353224,river,796,1147
SoRu36931224,river,796,1147
SoRu38289224,river,796,1147
SoRu39204224,river,794,1156
SoRu35978224,river,794,1156
SoRu36025224,river,794,1156
SoRu38077224,river,794,1156
SoRu34909224,river,794,1156
SoRu39426224,river,794,1156
SoRu38504224,river,794,1156
AkRu04305224,river,794,1156
AkRu03778224,river,794,1156
AkRu03083224,river,794,1156
SoIl32566224,river,794,1156
KiRu26090224,river,794,1156
KiIs24007224,river,794,1156
KiRu27767224,river,794,1156
KiRu26364224,river,794,1156
SoMa33644224,river,794,1156
KiRu28683224,river,792,1172
KiRu29627224,river,792,1172
KiRu29812224,river,792,1172
SoMa33997224,river,792,1172
KiRu28410224,river,792,1172
KiRu28867224,river,792,1172
SoRu39397224,river,792,1172
SoRu35056224,river,792,1172
SoRu37467224,river,792,1172
SoRu37379224,river,792,1172
SoRu35371224,river,792,1172
AmRu15449224,river,792,1172
AmAm09969224,river,792,1172
AkRu07496224,river,792,1172
AmAs10275224,river,790,1186
AkRu06988224,river,790,1186
KiRu28349224,river,790,1186
KiRu26379224,river,790,1186
KiRu27864224,river,790,1186
KiRu27034224,river,790,1186
KiZu30916224,river,790,1186
KiIs23974224,river,790,1186
KiHa23107224,river,790,1186
KiRu30501224,river,790,1186
SoRu35355224,river,790,1186
SoRu38162224,river,790,1186
SoRu35848224,river,790,1186
SoRu38496224,river,790,1186
SoRu35550224,river,790,1186
SoRu38763224,river,788,1201
SoRu37093224,river,788,1201
SoRu36270224,river,788,1201
SoRu35294224,river,788,1201
SoRu37658224,river,788,1201
SoRu36699224,river,788,1201
SoRu36884224,river,788,1201
AmAs10196224,river,788,1201
AmAs10220224,river,788,1201
AmAm09623224,river,788,1201
SoKo33125224,river,788,1201
HaRu19861224,river,788,1201
KiRu30516224,river,788,1201
KiAm22004224,river,788,1201
HaRu20724224,river,788,1201
SoBa31621224,river,788,1201
HaRu19741224,river,788,1201
KiRu27775224,river,788,1201
KiHa22796224,river,786,1219
SoBa31774224,river,786,1219
HaRu19204224,river,786,1219
SoRu37637224,river,786,1219
SoRu35876224,river,786,1219
SoRu39403224,river,786,1219
SoRu34740224,river,786,1219
SoRu36213224,river,784,1226
SoRu35339224,river,784,1226
KiRu30176224,river,784,1226
SoMa34232224,river,784,1226
KiRu26092224,river,784,1226
AmRu13083224,river,784,1226
AkRu06188224,river,784,1226
AkRu02690224,river,784,1226
AkRu02678224,river,784,1226
AmPw12365224,river,782,1235
AkRu06357224,river,782,1235
AmAb09303224,river,782,1235
AkRu07962224,river,782,1235
AkRu06052224,river,782,1235
SoRu35449224,river,782,1235
SoRu39442224,river,782,1235
SoRu34810224,river,782,1235
SoRu37920224,river,782,1235
SoRu36162224,river,782,1235
SoBa31892224,river,782,1235
KiRu29314224,river,782,1235
KiRu30499224,river,782,1235
SoCh32261224,river,780,1248
SoMa33762224,river,780,1248
KiRu30426224,river,780,1248
KiHa22790224,river,780,1248
KiRu28158224,river,780,1248
AmRu13545224,river,780,1248
AkRu06060224,river,780,1248
AkRu06676224,river,780,1248
SoRu39470224,river,780,1248
SoRu35418224,river,780,1248
SoRu38210224,river,780,1248
SoRu37742224,river,780,1248
SoRu36704224,river,780,1248
SoRu38696224,river,780,1248
SoRu37100224,river,780,1248
SoRu36997224,river,778,1263
SoRu36632224,river,778,1263
KiHa23087224,river,778,1263
KiRu26412224,river,778,1263
SoCh32179224,river,778,1263
KiHa23285224,river,778,1263
SoMa33787224,river,778,1263
SoCh32203224,river,778,1263
AkRu06840224,river,778,1263
AmRu15114224,river,778,1263
AkRu02898224,river,776,1273
AkLu02482224,river,776,1273
AmBe11080224,river,776,1273
SoRu35816224,river,776,1273
SoRu38818224,river,776,1273
SoRu38023224,river,776,1273
SoRu39297224,river,776,1273
SoRu39430224,river,776,1273
KiRu26036224,river,776,1273
KiRu30249224,river,776,1273
KiRu25321224,river,776,1273
KiRu30173224,river,776,1273
SoIl32325224,river,774,1285
KiRu26971224,river,774,1285
SoBa31597224,river,774,1285
KiHa23458224,river,774,1285
SoRu39449224,river,774,1285
SoRu36430224,river,774,1285
SoRu38617224,river,774,1285
SoRu34763224,river,772,1292
SoRu38014224,river,772,1292
SoRu36749224,river,772,1292
SoRu35688224,river,772,1292
SoRu37416224,river,772,1292
AmAm09385224,river,772,1292
AkRu03018224,river,772,1292
AkRu07158224,river,772,1292
AkRu04903224,river,772,1292
AkRu07817224,river,772,1292
AkRu08481224,river,772,1292
SoMa33867224,river,772,1292
SoIl32476224,river,772,1292
SoBa31860224,river,772,1292
SoMa34261224,river,772,1292
SoKo33541224,river,770,1307
KiRu30070224,river,770,1307
KiRu29083224,river,770,1307
KiAm21991224,river,770,1307
KiRu26081224,river,770,1307
SoRu36392224,river,770,1307
SoRu37613224,river,770,1307
AmDa11597224,river,770,1307
HaRu17894224,river,768,1315
AkRu05692224,river,768,1315
AkRu03278224,river,768,1315
KiRu27639224,river,768,1315
KiIs24118224,river,768,1315
KiRu29998224,river,768,1315
KiRu27738224,river,768,1315
SoRu34843224,river,768,1315
SoRu39152224,river,768,1315
SoRu39473224,river,768,1315
SoRu36500224,river,768,1315
SoRu35135224,river,768,1315
SoRu37052224,river,768,1315
SoRu34998224,river,768,1315
SoRu38858224,river,766,1329
SoRu37261224,river,766,1329
AkRu07526224,river,766,1329
AkRu08664224,river,766,1329
AkRu07567224,river,766,1329
AmAm09940224,river,766,1329
AkRu06402224,river,766,1329
KiRu27102224,river,766,1329
HaRu18983224,river,766,1329
KiZu30882224,river,766,1329
KiRu29260224,river,766,1329
KiRu28302224,river,766,1329
SoMa34092224,river,766,1329
KiMr24891224,river,766,1329
KiRu27984224,river,766,1329
SoMa34135224,river,764,1344
KiMr25096224,river,764,1344
KiRu29452224,river,764,1344
SoMa33653224,river,764,1344
KiRu29329224,river,764,1344
KiRu26836224,river,764,1344
SoRu35343224,river,764,1344
SoRu35319224,river,764,1344
SoRu39196224,river,764,1344
AkRu04033224,river,764,1344
KiRu25839224,river,762,1354
SoMa33985224,river,762,1354
SoRu37993224,river,762,1354
SoRu38322224,river,762,1354
SoRu35618224,river,762,1354
SoRu39468224,river,762,1354
SoRu34902224,river,762,1354
SoRu38111224,river,762,1354
SoRu38791224,river,760,1362
SoRu35811224,river,760,1362
SoRu35820224,river,760,1362
SoRu36473224,river,760,1362
SoRu39324224,river,760,1362
AmAm09445224,river,760,1362
AkRu06841224,river,760,1362
KiRu27911224,river,760,1362
KiRu28064224,river,760,1362
SoIl32279224,river,760,1362
SoBa31642224,river,760,1362
KiRu25630224,river,758,1373
SoMa34254224,river,758,1373
HaRu19179224,river,758,1373
SoRu36868224,river,758,1373
SoRu36897224,river,758,1373
AmAs10150224,river,758,1373
AkRu08740224,river,758,1373
AkRu05667224,river,758,1373
AmRu14108224,river,756,1381
AmDa12246224,river,756,1381
AmRu15612224,river,756,1381
KiRu30361224,river,756,1381
KiRu29280224,river,756,1381
KiRu27462224,river,756,1381
SoRu35925224,river,756,1381
SoRu37811224,river,756,1381
SoRu38218224,river,756,1381
SoRu38612224,river,754,1390
SoRu35172224,river,754,1390
SoMa34638224,river,754,1390
KiRu26498224,river,754,1390
SoKo33558224,river,754,1390
KiRu28362224,river,754,1390
KiRu27409224,river,754,1390
KiRu28363224,river,754,1390
KiRu29308224,river,752,1398
KiRu29040224,river,752,1398
KiIs24164224,river,752,1398
HaRu19238224,river,752,1398
SoIl32952224,river,752,1398
AkRu06726224,river,752,1398
AkRu08289224,river,752,1398
SoRu35019224,river,752,1398
SoRu34771224,river,752,1398
SoRu35375224,river,752,1398
SoRu35232224,river,750,1408
SoRu37629224,river,750,1408
SoRu35826224,river,750,1408
SoMa34170224,river,750,1408
KiZu31344224,river,750,1408
KiRu27905224,river,750,1408
AkRu07990224,river,750,1408
AkRu05197224,river,750,1408
AkRu02946224,river,750,1408
AkRu04108224,river,750,1408
AkRu05893224,river,750,1408
AmRu14242224,river,748,1419
AmPw12334224,river,748,1419
AkRu05565224,river,748,1419
AmRu13186224,river,748,1419
SoRu38427224,river,748,1419
SoRu35223224,river,748,1419
SoRu36193224,river,748,1419
SoRu35130224,river,748,1419
SoRu37820224,river,748,1419
SoRu38608224,river,748,1419
SoRu39368224,river,748,1419
SoRu38337224,river,748,1419
SoRu35067224,river,748,1419
KiRu30419224,river,748,1419
KiRu28549224,river,748,1419
KiZu31322224,river,748,1419
KiHa23462224,river,748,1419
HaRu20696224,river,748,1419
KiRu26416224,river,748,1419
KiRu26033224,river,746,1438
SoMa33744224,river,746,1438
SoIl32833224,river,746,1438
SoCh31921224,river,746,1438
AmAm09545224,river,746,1438
AmDa11427224,river,746,1438
AmDa11548224,river,746,1438
AkLu02526224,river,746,1438
SoRu37528224,river,746,1438
SoRu34923224,river,746,1438
SoRu34994224,river,746,1438
SoRu37159224,river,746,1438
SoRu35476224,river,744,1450
SoRu35023224,river,744,1450
SoRu37166224,river,744,1450
KiMr24432224,river,744,1450
SoKo33070224,river,744,1450
AmAm09645224,river,744,1450
AmDa11950224,river,744,1450
AkRu03437224,river,742,1457
SoRu35927224,river,742,1457
SoRu35317224,river,742,1457
SoRu36038224,river,742,1457
KiHa23029224,river,742,1457
HaRu20113224,river,742,1457
HaRu20390224,river,742,1457
KiRu29786224,river,740,1464
KiZu30927224,river,740,1464
KiMr24293224,river,740,1464
HaRu19679224,river,740,1464
KiIs24020224,river,740,1464
SoBa31711224,river,740,1464
AkRu03617224,river,740,1464
AkRu04485224,river,740,1464
AkRu04973224,river,740,1464
AmRu14946224,river,740,1464
SoRu36258224,river,740,1464
SoRu35628224,river,740,1464
SoRu38187224,river,740,1464
SoRu35403224,river,738,1477
SoMa34505224,river,738,1477
KiMr24554224,river,738,1477
SoBa31584224,river,738,1477
KiHa23030224,river,738,1477
SoMa33888224,river,738,1477
KiRu27222224,river,738,1477
HaRu16985224,river,738,1477
HaAm16305224,river,736,1485
AmRu13122224,river,736,1485
AkRu07419224,river,736,1485
AkRu03088224,river,736,1485
SoRu36692224,river,736,1485
SoRu36293224,river,736,1485
SoRu35907224,river,736,1485
SoRu35500224,river,736,1485
SoRu39340224,river,736,1485
KiRu29668224,river,736,1485
SoIl32754224,river,736,1485
KiRu26588224,river,736,1485
SoIl32866224,river,736,1485
KiRu25638224,river,736,1485
SoMa33960224,river,734,1499
KiRu30312224,river,734,1499
SoCh32072224,river,734,1499
HaRu19518224,river,734,1499
KiRu30666224,river,734,1499
HaRu18275224,river,734,1499
SoRu38478224,river,734,1499
SoRu35408224,river,734,1499
SoRu35827224,river,734,1499
SoRu37187224,river,732,1508
SoRu35433224,river,732,1508
SoRu35869224,river,732,1508
KiRu29311224,river,732,1508
KiRu27497224,river,732,1508
HaRu18786224,river,732,1508
KiZu31246224,river,732,1508
KiRu28824224,river,732,1508
SoMa34552224,river,732,1508
KiRu27793224,river,732,1508
KiRu29037224,river,732,1508
AkRu02883224,river,732,1508
AkRu03797224,river,732,1508
AmAm09551224,river,730,1521
AkLu02417224,river,730,1521
SoRu36661224,river,730,1521
SoRu35791224,river,730,1521
SoRu35452224,river,730,1521
SoRu37103224,river,730,1521
SoRu34767224,river,730,1521
SoRu36814224,river,730,1521
SoBa31619224,river,730,1521
KiAm22427224,river,730,1521
KiMr25036224,river,728,1531
KiRu28820224,river,728,1531
KiRu27125224,river,728,1531
SoMa33934224,river,728,1531
SoIl32942224,river,728,1531
KiRu26767224,river,728,1531
KiRu27349224,river,728,1531
AmRu14557224,river,728,1531
AmDa11656224,river,728,1531
SoRu38036224,river,728,1531
SoRu36983224,river,728,1531
SoRu35216224,river,728,1531
SoRu36489224,river,728,1531
SoRu36818224,river,728,1531
SoRu35985224,river,726,1545
SoRu36954224,river,726,1545
SoRu36750224,river,726,1545
SoRu38951224,river,726,1545
SoRu39499224,river,726,1545
SoRu38058224,river,726,1545
KiAm22586224,river,726,1545
KiHa22997224,river,726,1545
KiRu30513224,river,726,1545
KiRu26596224,river,726,1545
KiRu25887224,river,726,1545
SoCh32037224,river,726,1545
SoMa34490224,river,726,1545
SoCh32189224,river,726,1545
KiRu25757224,river,726,1545
AkRu04360224,river,726,1545
AmRu15262224,river,726,1545
AkHa00348224,river,724,1562
AmPw12607224,river,724,1562
HaRu17761224,river,724,1562
AmPw12431224,river,724,1562
SoRu38313224,river,724,1562
SoRu35413224,river,724,1562
SoRu39193224,river,724,1562
HaRu19822224,river,724,1562
SoIl32892224,river,724,1562
KiRu28446224,river,724,1562
SoMa34474224,river,724,1562
KiRu25646224,river,724,1562
SoIl32283224,river,724,1562
KiRu26402224,river,724,1562
KiRu29496224,river,724,1562
HaRu18801224,river,722,1577
KiRu29332224,river,722,1577
KiRu29613224,river,722,1577
AkRu04818224,river,722,1577
AkRu07073224,river,722,1577
AmAm09615224,river,722,1577
SoRu37790224,river,722,1577
SoRu38730224,river,722,1577
SoRu39174224,river,722,1577
SoRu35904224,river,720,1586
SoRu39361224,river,720,1586
SoRu39116224,river,720,1586
SoRu38644224,river,720,1586
KiIs23659224,river,720,1586
SoCh32032224,river,720,1586
KiRu27756224,river,720,1586
KiRu27356224,river,720,1586
KiMr24985224,river,720,1586
KiZu30966224,river,720,1586
AkRu03479224,river,720,1586
AmRu15397224,river,720,1586
AmAs10227224,river,718,1598
AmAm09949224,river,718,1598
AkRu02694224,river,718,1598
SoRu38262224,river,718,1598
SoRu36592224,river,718,1598
SoCh32008224,river,718,1598
KiRu26421224,river,718,1598
SoKo33448224,river,718,1598
SoCh31935224,river,716,1606
SoKo33107224,river,716,1606
SoMa34493224,river,716,1606
KiAm21949224,river,716,1606
KiRu27788224,river,716,1606
KiRu30609224,river,716,1606
KiRu28883224,river,716,1606
AkRu04996224,river,716,1606
AmRu13589224,river,716,1606
AkRu05064224,river,716,1606
AmPw12585224,river,716,1606
AkRu08753224,river,716,1606
SoRu36332224,river,716,1606
SoRu37859224,river,716,1606
SoRu37195224,river,716,1606
SoRu36186224,river,714,1621
SoRu37280224,river,714,1621
SoRu38429224,river,714,1621
SoRu35313224,river,714,1621
SoRu37622224,river,714,1621
KiRu25599224,river,714,1621
KiRu27206224,river,714,1621
KiAm22361224,river,714,1621
KiHa22985224,river,714,1621
KiRu25373224,river,714,1621
AkRu08933224,river,714,1621
AkRu07919224,river,714,1621
AmRu15583224,river,712,1633
AkRu05026224,river,712,1633
AkRu04181224,river,712,1633
AkRu03338224,river,712,1633
SoRu39316224,river,712,1633
SoRu35769224,river,712,1633
SoRu34941224,river,712,1633
SoRu36515224,river,712,1633
SoRu35664224,river,712,1633
KiRu30213224,river,712,1633
SoKo33176224,river,712,1633
KiRu30540224,river,712,1633
KiIs23748224,river,712,1633
